config,n_valid,n_total,MAE_kcal,MAPE_kcal,MAE_protein,MAPE_protein,MAE_fat,MAPE_fat,MAE_carbs,MAPE_carbs
V1,300,300,81.21144207666667,50.138782832104,6.060445556666667,53.20435207138094,5.609224046666666,66.28621308810808,6.860732969999999,57.35586779676017
