config,n_valid,n_total,MAE_kcal,MAPE_kcal,MAE_protein,MAPE_protein,MAE_fat,MAPE_fat,MAE_carbs,MAPE_carbs
V1,301,301,85.90509646179402,38.13167695104647,6.924739558139536,40.1783599901241,6.549815262458472,75.33002884185566,6.980179245847176,52.50666594761146
V2,282,301,150.59678677367765,70.80461981983557,11.971967112229366,80.91936444624599,11.159411010016685,251.10276099334135,15.551224329215838,108.3211764830528
V3,291,301,103.02724355824445,51.10940752817237,7.906735782511323,54.78651447541388,7.393814111465042,133.15077825147733,8.424912927083623,62.425066342055956
V4,293,301,110.79032555496879,53.6135599711525,9.094555623574541,62.33410732779227,8.17899424453819,177.97592942777385,10.258110742422238,76.54747254617557
V5,289,301,113.08058226307348,56.377399446282475,8.885442762354117,57.8513035409851,8.69564224734284,204.01664081215839,9.332076363415636,72.09552104619733
