config,n_valid,n_total,MAE_kcal,MAPE_kcal,MAE_protein,MAPE_protein,MAE_fat,MAPE_fat,MAE_carbs,MAPE_carbs
V1,301,301,87.3945861694352,53.437315971949346,6.819463717607973,59.07682343827804,6.797269142857143,125.04594262650852,6.638352169435215,53.40312955275712
