config,n_valid,n_total,MAE_kcal,MAPE_kcal,MAE_protein,MAPE_protein,MAE_fat,MAPE_fat,MAE_carbs,MAPE_carbs
V1,266,266,79.93496216917292,42.42304093359478,7.098537894736842,42.28982357948282,6.195894033834587,81.57173099806523,6.918197233082707,67.04057733706706
V2,255,266,174.6197611893101,101.36950228944833,11.749528453728663,126.17421058968065,13.074308269946314,301.24493214826265,16.560794523784214,141.48574372685314
V3,265,266,98.38409238849599,59.97419298957451,7.674413365542717,65.90322352763144,7.314189895842503,150.5800789768122,8.925361622118414,79.40965597166269
V4,265,266,119.94918679118348,72.99651177879355,8.628610920906919,89.30008640907329,8.787239149100246,209.93797833078725,11.14364438711691,101.50303288978783
V5,259,266,117.63898977905984,72.08322063559727,9.005389202308859,83.98686903971291,8.517033242805084,233.14356072521718,10.445258137517182,82.03249302992037
