config,n_valid,n_total,MAE_kcal,MAPE_kcal,MAE_protein,MAPE_protein,MAE_fat,MAPE_fat,MAE_carbs,MAPE_carbs
V1,6,6,64.83333333333333,39.59419508406736,5.9443765,39.92252729163854,6.983884000000001,66.16181831018643,7.390450166666667,40.512775623500104
V2,4,6,82.4859729701193,37.94845257780466,9.429758789779326,75.17193627007421,9.170281408008657,157.66752779937966,14.131393920467744,56.961153375143816
V3,5,6,90.51680061797947,50.22570187927286,9.326230882267428,53.79817792874009,9.424241247291857,80.25304973484546,8.20067899707939,45.49799639021718
V4,5,6,76.61578949703745,43.88252323289421,10.284115257045446,66.68396218849651,9.490108686849391,113.12819262796202,10.069907700110141,49.91280693181624
V5,5,6,81.20079240164034,43.09945656411751,6.004590184510568,51.13946640168571,6.938621743794547,91.4456984612293,10.239809256732968,52.71443048870708
