ts,container,cpu_pct,mem_mb,mem_pct,net_in_mb,net_out_mb
1778069059.38,nutriclinic_bot,198.58,1422.3,18.16,41.1,29.6
1778069059.38,nutriclinic_redis,0.22,10.7,0.14,0.53,0.24
1778069059.38,nutriclinic_postgres,0.0,32.9,0.42,66.5,93.0
1778069059.38,nutriclinic_minio,0.02,98.3,1.25,0.05,0.01
1778069062.46,nutriclinic_bot,15.79,1910.8,24.39,46.1,29.7
1778069062.46,nutriclinic_redis,0.74,10.4,0.13,0.53,0.25
1778069062.46,nutriclinic_postgres,1.0,38.7,0.49,66.6,97.9
1778069062.46,nutriclinic_minio,0.07,98.3,1.25,0.05,0.01
1778069065.55,nutriclinic_bot,830.55,2037.8,26.01,46.2,29.9
1778069065.55,nutriclinic_redis,0.87,10.4,0.13,0.53,0.25
1778069065.55,nutriclinic_postgres,0.0,55.6,0.71,66.8,98.0
1778069065.55,nutriclinic_minio,0.03,98.3,1.25,0.05,0.01
1778069068.64,nutriclinic_bot,990.39,2048.0,26.13,46.3,30.2
1778069068.64,nutriclinic_redis,0.24,10.4,0.13,0.53,0.25
1778069068.64,nutriclinic_postgres,0.72,60.1,0.77,67.0,98.0
1778069068.64,nutriclinic_minio,0.03,98.3,1.25,0.05,0.01
1778069071.73,nutriclinic_bot,731.45,2054.1,26.21,46.3,30.4
1778069071.73,nutriclinic_redis,0.26,10.4,0.13,0.53,0.25
1778069071.73,nutriclinic_postgres,0.39,52.3,0.67,67.1,98.0
1778069071.73,nutriclinic_minio,1.84,98.3,1.25,0.05,0.01
1778069074.81,nutriclinic_bot,566.13,2049.0,26.15,46.4,30.5
1778069074.81,nutriclinic_redis,0.26,10.4,0.13,0.53,0.25
1778069074.81,nutriclinic_postgres,0.79,50.3,0.64,67.3,98.0
1778069074.81,nutriclinic_minio,0.02,98.3,1.25,0.05,0.01
1778069077.89,nutriclinic_bot,886.4,2049.0,26.15,46.6,30.8
1778069077.89,nutriclinic_redis,0.27,10.4,0.13,0.54,0.25
1778069077.89,nutriclinic_postgres,2.51,50.3,0.64,67.6,98.0
1778069077.89,nutriclinic_minio,0.0,98.3,1.25,0.05,0.01
1778069081.0,nutriclinic_bot,888.52,2050.0,26.16,46.6,31.0
1778069081.0,nutriclinic_redis,0.83,10.4,0.13,0.54,0.25
1778069081.0,nutriclinic_postgres,0.91,58.1,0.74,67.7,98.0
1778069081.0,nutriclinic_minio,0.1,99.3,1.27,0.05,0.01
1778069084.09,nutriclinic_bot,934.25,2052.1,26.19,46.7,31.3
1778069084.09,nutriclinic_redis,0.26,10.4,0.13,0.54,0.25
1778069084.09,nutriclinic_postgres,2.09,66.0,0.84,68.0,98.0
1778069084.09,nutriclinic_minio,0.01,98.3,1.25,0.05,0.01
1778069087.17,nutriclinic_bot,819.38,2047.0,26.13,46.8,31.5
1778069087.17,nutriclinic_redis,0.28,10.4,0.13,0.54,0.25
1778069087.17,nutriclinic_postgres,0.53,70.5,0.9,68.3,98.1
1778069087.17,nutriclinic_minio,0.03,98.3,1.25,0.05,0.01
1778069090.25,nutriclinic_bot,865.86,2052.1,26.19,46.9,31.6
1778069090.25,nutriclinic_redis,0.9,10.4,0.13,0.54,0.25
1778069090.25,nutriclinic_postgres,0.33,72.3,0.92,68.3,98.1
1778069090.25,nutriclinic_minio,0.03,98.3,1.25,0.05,0.01
1778069093.33,nutriclinic_bot,979.34,2050.0,26.16,47.0,32.0
1778069093.33,nutriclinic_redis,0.27,10.4,0.13,0.54,0.25
1778069093.33,nutriclinic_postgres,0.3,69.3,0.88,68.6,98.1
1778069093.33,nutriclinic_minio,0.02,98.3,1.25,0.05,0.01
1778069096.4,nutriclinic_bot,718.8,2042.9,26.06,47.1,32.2
1778069096.4,nutriclinic_redis,0.24,10.4,0.13,0.55,0.25
1778069096.4,nutriclinic_postgres,3.06,78.4,1.0,68.8,98.1
1778069096.4,nutriclinic_minio,2.63,98.3,1.25,0.05,0.01
1778069099.49,nutriclinic_bot,888.76,2051.1,26.18,47.1,32.4
1778069099.49,nutriclinic_redis,0.24,10.4,0.13,0.55,0.25
1778069099.49,nutriclinic_postgres,0.01,74.9,0.96,69.0,98.1
1778069099.49,nutriclinic_minio,0.0,98.3,1.25,0.05,0.01
1778069102.57,nutriclinic_bot,945.09,2057.2,26.26,47.2,32.6
1778069102.57,nutriclinic_redis,0.26,10.4,0.13,0.55,0.25
1778069102.57,nutriclinic_postgres,0.18,78.4,1.0,69.1,98.1
1778069102.57,nutriclinic_minio,0.01,98.3,1.25,0.05,0.01
1778069105.67,nutriclinic_bot,848.08,2052.1,26.19,47.4,33.0
1778069105.67,nutriclinic_redis,0.25,10.4,0.13,0.55,0.25
1778069105.67,nutriclinic_postgres,0.17,65.6,0.84,69.3,98.1
1778069105.67,nutriclinic_minio,0.01,98.3,1.25,0.05,0.01
1778069108.75,nutriclinic_bot,914.44,2057.2,26.26,47.5,33.1
1778069108.75,nutriclinic_redis,0.26,10.4,0.13,0.55,0.25
1778069108.75,nutriclinic_postgres,0.21,69.6,0.89,69.5,98.2
1778069108.75,nutriclinic_minio,0.03,98.3,1.25,0.05,0.01
1778069111.85,nutriclinic_bot,944.11,2051.1,26.17,47.7,33.6
1778069111.85,nutriclinic_redis,0.92,10.4,0.13,0.55,0.25
1778069111.85,nutriclinic_postgres,2.32,78.9,1.01,69.9,98.2
1778069111.85,nutriclinic_minio,1.95,98.3,1.25,0.05,0.01
1778069114.93,nutriclinic_bot,745.51,2050.0,26.16,47.7,33.7
1778069114.93,nutriclinic_redis,0.25,10.4,0.13,0.55,0.25
1778069114.93,nutriclinic_postgres,0.23,79.9,1.02,70.0,98.2
1778069114.93,nutriclinic_minio,0.01,98.3,1.25,0.05,0.01
1778069118.01,nutriclinic_bot,890.67,2050.0,26.16,47.8,33.8
1778069118.01,nutriclinic_redis,0.26,10.4,0.13,0.56,0.26
1778069118.01,nutriclinic_postgres,1.05,86.2,1.1,70.1,98.2
1778069118.01,nutriclinic_minio,0.0,98.3,1.25,0.05,0.01
1778069121.09,nutriclinic_bot,945.17,2057.2,26.26,47.9,34.1
1778069121.09,nutriclinic_redis,0.27,10.4,0.13,0.56,0.26
1778069121.09,nutriclinic_postgres,0.11,86.8,1.11,70.3,98.2
1778069121.09,nutriclinic_minio,0.02,98.3,1.25,0.05,0.01
1778069124.18,nutriclinic_bot,808.24,2050.0,26.17,48.0,34.3
1778069124.18,nutriclinic_redis,0.27,10.4,0.13,0.56,0.26
1778069124.18,nutriclinic_postgres,0.1,88.9,1.13,70.5,98.2
1778069124.18,nutriclinic_minio,0.0,98.3,1.25,0.05,0.01
1778069127.26,nutriclinic_bot,795.47,2051.1,26.17,48.1,34.5
1778069127.26,nutriclinic_redis,0.26,10.4,0.13,0.56,0.26
1778069127.26,nutriclinic_postgres,2.18,91.1,1.16,70.7,98.2
1778069127.26,nutriclinic_minio,2.04,98.3,1.25,0.05,0.01
1778069130.34,nutriclinic_bot,945.46,2053.1,26.21,48.2,34.8
1778069130.34,nutriclinic_redis,0.26,10.4,0.13,0.56,0.26
1778069130.34,nutriclinic_postgres,0.11,91.3,1.17,70.9,98.2
1778069130.34,nutriclinic_minio,0.01,98.3,1.25,0.05,0.01
