ts,container,cpu_pct,mem_mb,mem_pct,net_in_mb,net_out_mb
1778067832.17,nutriclinic_bot,195.07,1415.2,18.06,4.95,0.05
1778067832.17,nutriclinic_redis,0.24,10.4,0.13,0.38,0.18
1778067832.17,nutriclinic_postgres,0.0,32.9,0.42,41.1,66.9
1778067832.17,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067835.25,nutriclinic_bot,27.0,1910.8,24.39,9.88,0.06
1778067835.25,nutriclinic_redis,0.26,10.4,0.13,0.38,0.18
1778067835.25,nutriclinic_postgres,2.87,34.7,0.44,41.1,71.8
1778067835.25,nutriclinic_minio,2.4,97.1,1.24,0.05,0.01
1778067838.35,nutriclinic_bot,0.0,1910.8,24.39,9.88,0.06
1778067838.35,nutriclinic_redis,0.54,10.6,0.14,0.38,0.18
1778067838.35,nutriclinic_postgres,0.11,34.6,0.44,41.1,71.8
1778067838.35,nutriclinic_minio,0.05,97.0,1.24,0.05,0.01
1778067841.45,nutriclinic_bot,0.0,1910.8,24.39,9.88,0.06
1778067841.45,nutriclinic_redis,1.07,10.9,0.14,0.38,0.18
1778067841.45,nutriclinic_postgres,2.1,34.7,0.44,41.1,71.8
1778067841.45,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067844.55,nutriclinic_bot,3.29,1911.8,24.39,9.88,0.06
1778067844.55,nutriclinic_redis,0.85,10.4,0.13,0.38,0.18
1778067844.55,nutriclinic_postgres,0.02,34.9,0.45,41.1,71.8
1778067844.55,nutriclinic_minio,0.08,97.0,1.24,0.05,0.01
1778067847.63,nutriclinic_bot,80.11,2042.9,26.07,9.9,0.11
1778067847.63,nutriclinic_redis,0.18,10.7,0.14,0.38,0.18
1778067847.63,nutriclinic_postgres,0.0,38.5,0.49,41.1,71.8
1778067847.63,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067850.71,nutriclinic_bot,0.0,2041.9,26.06,9.9,0.11
1778067850.71,nutriclinic_redis,0.51,10.7,0.14,0.38,0.18
1778067850.71,nutriclinic_postgres,3.21,38.5,0.49,41.1,71.8
1778067850.71,nutriclinic_minio,2.9,97.3,1.24,0.05,0.01
1778067853.78,nutriclinic_bot,0.01,2041.9,26.06,9.9,0.11
1778067853.78,nutriclinic_redis,0.22,10.4,0.13,0.38,0.18
1778067853.78,nutriclinic_postgres,0.01,38.5,0.49,41.1,71.8
1778067853.78,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067856.87,nutriclinic_bot,450.04,2055.2,26.23,9.92,0.15
1778067856.87,nutriclinic_redis,0.97,10.7,0.14,0.38,0.18
1778067856.87,nutriclinic_postgres,0.68,40.7,0.52,41.2,71.8
1778067856.87,nutriclinic_minio,0.02,97.0,1.24,0.05,0.01
1778067860.04,nutriclinic_bot,0.02,2053.1,26.2,9.92,0.15
1778067860.04,nutriclinic_redis,0.6,10.4,0.13,0.38,0.18
1778067860.04,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067860.04,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067863.1,nutriclinic_bot,0.01,2053.1,26.2,9.92,0.15
1778067863.1,nutriclinic_redis,0.19,10.7,0.14,0.38,0.18
1778067863.1,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067863.1,nutriclinic_minio,0.02,97.0,1.24,0.05,0.01
1778067866.19,nutriclinic_bot,500.41,2055.2,26.22,9.94,0.19
1778067866.19,nutriclinic_redis,1.08,10.4,0.13,0.38,0.18
1778067866.19,nutriclinic_postgres,0.12,40.7,0.52,41.2,71.8
1778067866.19,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067869.27,nutriclinic_bot,0.0,2053.1,26.2,9.94,0.19
1778067869.27,nutriclinic_redis,0.22,10.7,0.14,0.38,0.18
1778067869.27,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067869.27,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067872.36,nutriclinic_bot,0.0,2053.1,26.2,9.94,0.19
1778067872.36,nutriclinic_redis,0.8,10.9,0.14,0.38,0.18
1778067872.36,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067872.36,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067875.44,nutriclinic_bot,0.01,2053.1,26.2,9.94,0.19
1778067875.44,nutriclinic_redis,0.33,10.4,0.13,0.38,0.18
1778067875.44,nutriclinic_postgres,2.78,40.7,0.52,41.2,71.8
1778067875.44,nutriclinic_minio,2.39,97.2,1.24,0.05,0.01
1778067878.56,nutriclinic_bot,0.0,2053.1,26.2,9.94,0.19
1778067878.56,nutriclinic_redis,0.85,10.4,0.13,0.38,0.18
1778067878.56,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067878.56,nutriclinic_minio,0.0,97.1,1.24,0.05,0.01
1778067881.64,nutriclinic_bot,0.0,2053.1,26.2,9.94,0.19
1778067881.64,nutriclinic_redis,0.8,10.4,0.13,0.38,0.18
1778067881.64,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067881.64,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067884.72,nutriclinic_bot,158.07,2053.1,26.2,9.95,0.22
1778067884.72,nutriclinic_redis,0.55,10.7,0.14,0.38,0.18
1778067884.72,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067884.72,nutriclinic_minio,0.07,97.0,1.24,0.05,0.01
1778067887.82,nutriclinic_bot,0.0,2053.1,26.2,9.95,0.22
1778067887.82,nutriclinic_redis,0.27,10.4,0.13,0.38,0.18
1778067887.82,nutriclinic_postgres,0.0,40.7,0.52,41.2,71.8
1778067887.82,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067890.92,nutriclinic_bot,1.32,2053.1,26.21,9.96,0.23
1778067890.92,nutriclinic_redis,0.77,10.4,0.13,0.38,0.18
1778067890.92,nutriclinic_postgres,2.85,40.7,0.52,41.2,71.8
1778067890.92,nutriclinic_minio,2.7,97.2,1.24,0.05,0.01
1778067894.0,nutriclinic_bot,0.01,2053.1,26.21,9.97,0.26
1778067894.0,nutriclinic_redis,0.19,10.4,0.13,0.38,0.18
1778067894.0,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067894.0,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067897.08,nutriclinic_bot,0.01,2053.1,26.21,9.97,0.26
1778067897.08,nutriclinic_redis,1.1,10.7,0.14,0.38,0.18
1778067897.08,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067897.08,nutriclinic_minio,1.15,97.7,1.25,0.05,0.01
1778067900.18,nutriclinic_bot,0.58,2054.1,26.21,9.97,0.26
1778067900.18,nutriclinic_redis,0.55,10.7,0.14,0.38,0.18
1778067900.18,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067900.18,nutriclinic_minio,0.01,97.1,1.24,0.05,0.01
1778067903.28,nutriclinic_bot,0.07,2054.1,26.21,9.98,0.29
1778067903.28,nutriclinic_redis,0.77,10.4,0.13,0.38,0.18
1778067903.28,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067903.28,nutriclinic_minio,0.04,97.0,1.24,0.05,0.01
1778067906.38,nutriclinic_bot,0.01,2054.1,26.21,9.98,0.29
1778067906.38,nutriclinic_redis,0.34,10.7,0.14,0.38,0.18
1778067906.38,nutriclinic_postgres,2.15,40.7,0.52,41.3,71.8
1778067906.38,nutriclinic_minio,2.09,97.0,1.24,0.05,0.01
1778067909.46,nutriclinic_bot,0.71,2054.1,26.21,9.99,0.3
1778067909.46,nutriclinic_redis,0.75,10.4,0.13,0.38,0.18
1778067909.46,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067909.46,nutriclinic_minio,0.03,97.0,1.24,0.05,0.01
1778067912.54,nutriclinic_bot,0.0,2051.1,26.17,10.0,0.33
1778067912.54,nutriclinic_redis,0.26,10.7,0.14,0.38,0.18
1778067912.54,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067912.54,nutriclinic_minio,0.05,97.3,1.24,0.05,0.01
1778067915.65,nutriclinic_bot,0.22,2051.1,26.17,10.0,0.33
1778067915.65,nutriclinic_redis,0.83,10.4,0.13,0.38,0.18
1778067915.65,nutriclinic_postgres,2.09,44.4,0.57,41.3,71.8
1778067915.65,nutriclinic_minio,1.55,104.9,1.34,0.05,0.01
1778067918.75,nutriclinic_bot,0.0,2051.1,26.17,10.0,0.33
1778067918.75,nutriclinic_redis,0.21,10.7,0.14,0.38,0.18
1778067918.75,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067918.75,nutriclinic_minio,0.02,97.0,1.24,0.05,0.01
1778067921.82,nutriclinic_bot,0.0,2051.1,26.17,10.0,0.33
1778067921.82,nutriclinic_redis,1.86,10.4,0.13,0.38,0.18
1778067921.82,nutriclinic_postgres,0.0,40.8,0.52,41.3,71.8
1778067921.82,nutriclinic_minio,0.0,97.1,1.24,0.05,0.01
1778067924.91,nutriclinic_bot,0.07,2051.1,26.17,10.0,0.34
1778067924.91,nutriclinic_redis,0.21,10.4,0.13,0.38,0.18
1778067924.91,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067924.91,nutriclinic_minio,0.02,97.0,1.24,0.05,0.01
1778067927.99,nutriclinic_bot,0.0,2051.1,26.17,10.0,0.34
1778067927.99,nutriclinic_redis,0.69,10.7,0.14,0.38,0.18
1778067927.99,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067927.99,nutriclinic_minio,0.03,97.0,1.24,0.05,0.01
1778067931.23,nutriclinic_bot,0.0,2051.1,26.17,10.0,0.34
1778067931.23,nutriclinic_redis,0.2,10.7,0.14,0.38,0.18
1778067931.23,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067931.23,nutriclinic_minio,1.6,97.0,1.24,0.05,0.01
1778067934.35,nutriclinic_bot,0.0,2051.1,26.17,10.0,0.34
1778067934.35,nutriclinic_redis,0.87,10.7,0.14,0.38,0.18
1778067934.35,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067934.35,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067937.44,nutriclinic_bot,0.0,2051.1,26.17,10.0,0.34
1778067937.44,nutriclinic_redis,0.64,10.7,0.14,0.38,0.18
1778067937.44,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067937.44,nutriclinic_minio,0.0,97.1,1.24,0.05,0.01
1778067940.53,nutriclinic_bot,0.05,2051.1,26.17,10.0,0.34
1778067940.53,nutriclinic_redis,0.63,10.4,0.13,0.38,0.18
1778067940.53,nutriclinic_postgres,0.0,40.7,0.52,41.3,71.8
1778067940.53,nutriclinic_minio,0.05,97.0,1.24,0.05,0.01
1778067943.63,nutriclinic_bot,0.66,2051.1,26.17,10.0,0.34
1778067943.63,nutriclinic_redis,0.2,10.7,0.14,0.38,0.18
1778067943.63,nutriclinic_postgres,0.05,40.7,0.52,41.3,71.8
1778067943.63,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067946.74,nutriclinic_bot,0.03,2053.1,26.2,10.0,0.37
1778067946.74,nutriclinic_redis,1.89,10.8,0.14,0.38,0.18
1778067946.74,nutriclinic_postgres,3.06,40.7,0.52,41.4,71.8
1778067946.74,nutriclinic_minio,2.88,97.3,1.24,0.05,0.01
1778067949.82,nutriclinic_bot,0.01,2053.1,26.2,10.0,0.37
1778067949.82,nutriclinic_redis,0.2,10.4,0.13,0.38,0.18
1778067949.82,nutriclinic_postgres,0.0,40.7,0.52,41.4,71.8
1778067949.82,nutriclinic_minio,0.01,97.0,1.24,0.05,0.01
1778067952.9,nutriclinic_bot,1.86,2053.1,26.2,10.0,0.38
1778067952.9,nutriclinic_redis,0.87,10.4,0.13,0.38,0.18
1778067952.9,nutriclinic_postgres,0.1,40.7,0.52,41.4,71.8
1778067952.9,nutriclinic_minio,0.04,97.1,1.24,0.05,0.01
1778067955.97,nutriclinic_bot,0.07,2053.1,26.2,10.0,0.41
1778067955.97,nutriclinic_redis,0.21,10.4,0.13,0.38,0.18
1778067955.97,nutriclinic_postgres,0.01,40.7,0.52,41.4,71.8
1778067955.97,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067959.09,nutriclinic_bot,0.0,2053.1,26.2,10.0,0.41
1778067959.09,nutriclinic_redis,0.88,10.9,0.14,0.38,0.18
1778067959.09,nutriclinic_postgres,0.77,40.7,0.52,41.4,71.8
1778067959.09,nutriclinic_minio,0.07,97.0,1.24,0.05,0.01
1778067962.19,nutriclinic_bot,0.0,2053.1,26.2,10.0,0.41
1778067962.19,nutriclinic_redis,0.83,10.4,0.13,0.38,0.18
1778067962.19,nutriclinic_postgres,1.78,41.0,0.52,41.4,71.8
1778067962.19,nutriclinic_minio,0.0,97.0,1.24,0.05,0.01
1778067965.28,nutriclinic_bot,0.01,2053.1,26.2,10.0,0.41
