ts,container,cpu_pct,mem_mb,mem_pct,net_in_mb,net_out_mb
1778071656.96,nutriclinic_bot,196.42,1355.8,17.31,100.0,90.3
1778071656.96,nutriclinic_redis,0.27,10.4,0.13,0.85,0.38
1778071656.96,nutriclinic_postgres,2.45,71.5,0.91,118.0,130.0
1778071656.96,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778071660.04,nutriclinic_bot,35.5,1894.4,24.18,105.0,90.3
1778071660.04,nutriclinic_redis,1.73,10.4,0.13,0.85,0.38
1778071660.04,nutriclinic_postgres,0.0,73.2,0.93,118.0,135.0
1778071660.04,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778071663.13,nutriclinic_bot,0.0,1894.4,24.18,105.0,90.3
1778071663.13,nutriclinic_redis,0.44,10.9,0.14,0.85,0.38
1778071663.13,nutriclinic_postgres,0.0,73.2,0.93,118.0,135.0
1778071663.13,nutriclinic_minio,0.04,98.6,1.26,0.05,0.01
1778071666.26,nutriclinic_bot,0.0,1894.4,24.18,105.0,90.3
1778071666.26,nutriclinic_redis,0.87,10.7,0.14,0.85,0.38
1778071666.26,nutriclinic_postgres,0.03,73.2,0.93,118.0,135.0
1778071666.26,nutriclinic_minio,0.04,98.6,1.26,0.05,0.01
1778071669.36,nutriclinic_bot,0.0,1894.4,24.18,105.0,90.3
1778071669.36,nutriclinic_redis,0.22,10.4,0.13,0.85,0.38
1778071669.36,nutriclinic_postgres,0.0,73.2,0.93,118.0,135.0
1778071669.36,nutriclinic_minio,0.02,98.6,1.26,0.05,0.01
1778071672.46,nutriclinic_bot,0.0,1900.5,24.25,105.0,90.3
1778071672.46,nutriclinic_redis,0.67,10.4,0.13,0.85,0.38
1778071672.46,nutriclinic_postgres,3.17,73.3,0.94,118.0,135.0
1778071672.46,nutriclinic_minio,2.87,99.1,1.26,0.05,0.01
1778071675.56,nutriclinic_bot,0.0,1900.5,24.25,105.0,90.3
1778071675.56,nutriclinic_redis,1.01,10.4,0.13,0.85,0.38
1778071675.56,nutriclinic_postgres,0.0,73.2,0.93,118.0,135.0
1778071675.56,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778071678.68,nutriclinic_bot,0.0,1900.5,24.25,105.0,90.3
1778071678.68,nutriclinic_redis,0.87,10.7,0.14,0.85,0.38
1778071678.68,nutriclinic_postgres,0.0,73.2,0.93,118.0,135.0
1778071678.68,nutriclinic_minio,0.05,98.7,1.26,0.05,0.01
1778071681.77,nutriclinic_bot,0.0,1900.5,24.25,105.0,90.3
1778071681.77,nutriclinic_redis,0.22,10.4,0.13,0.85,0.38
1778071681.77,nutriclinic_postgres,0.0,73.2,0.93,118.0,135.0
1778071681.77,nutriclinic_minio,0.01,98.6,1.26,0.05,0.01
1778071684.86,nutriclinic_bot,0.34,1900.5,24.25,105.0,90.3
1778071684.86,nutriclinic_redis,0.82,10.4,0.13,0.85,0.38
1778071684.86,nutriclinic_postgres,0.0,73.2,0.93,118.0,135.0
1778071684.86,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778071687.95,nutriclinic_bot,3.51,1900.5,24.26,105.0,90.3
1778071687.95,nutriclinic_redis,0.21,10.4,0.13,0.85,0.38
1778071687.95,nutriclinic_postgres,2.31,75.0,0.96,118.0,135.0
1778071687.95,nutriclinic_minio,1.74,98.6,1.26,0.05,0.01
1778071691.06,nutriclinic_bot,0.0,2038.8,26.01,105.0,90.4
1778071691.06,nutriclinic_redis,0.88,10.9,0.14,0.85,0.38
1778071691.06,nutriclinic_postgres,0.01,77.0,0.98,118.0,135.0
1778071691.06,nutriclinic_minio,0.06,98.6,1.26,0.05,0.01
1778071694.15,nutriclinic_bot,0.01,2038.8,26.01,105.0,90.4
1778071694.15,nutriclinic_redis,0.21,10.7,0.14,0.85,0.38
1778071694.15,nutriclinic_postgres,0.0,77.1,0.98,118.0,135.0
1778071694.15,nutriclinic_minio,0.01,98.6,1.26,0.05,0.01
1778071697.23,nutriclinic_bot,2.01,2038.8,26.01,105.0,90.4
1778071697.23,nutriclinic_redis,0.85,10.7,0.14,0.85,0.38
1778071697.23,nutriclinic_postgres,0.0,77.0,0.98,118.0,135.0
1778071697.23,nutriclinic_minio,0.05,98.6,1.26,0.05,0.01
1778071700.33,nutriclinic_bot,20.29,2034.7,25.97,105.0,90.4
1778071700.33,nutriclinic_redis,0.33,10.4,0.13,0.85,0.38
1778071700.33,nutriclinic_postgres,0.0,79.2,1.01,118.0,135.0
1778071700.33,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778071703.44,nutriclinic_bot,0.0,2034.7,25.97,105.0,90.4
1778071703.44,nutriclinic_redis,0.83,10.7,0.14,0.85,0.38
1778071703.44,nutriclinic_postgres,3.14,79.3,1.01,118.0,135.0
1778071703.44,nutriclinic_minio,0.03,98.7,1.26,0.05,0.01
1778071706.53,nutriclinic_bot,0.0,2034.7,25.97,105.0,90.4
1778071706.53,nutriclinic_redis,0.21,10.4,0.13,0.85,0.38
1778071706.53,nutriclinic_postgres,0.0,79.2,1.01,118.0,135.0
1778071706.53,nutriclinic_minio,0.03,98.6,1.26,0.05,0.01
1778071709.61,nutriclinic_bot,0.72,2034.7,25.97,105.0,90.4
1778071709.61,nutriclinic_redis,0.81,10.4,0.13,0.85,0.38
1778071709.61,nutriclinic_postgres,0.0,79.2,1.01,118.0,135.0
1778071709.61,nutriclinic_minio,0.08,98.6,1.26,0.05,0.01
1778071712.69,nutriclinic_bot,0.0,2034.7,25.97,105.0,90.4
1778071712.69,nutriclinic_redis,0.21,10.4,0.13,0.85,0.38
1778071712.69,nutriclinic_postgres,1.91,79.2,1.01,118.0,135.0
1778071712.69,nutriclinic_minio,1.86,98.8,1.26,0.05,0.01
1778071715.75,nutriclinic_bot,0.05,2034.7,25.97,105.0,90.4
1778071715.75,nutriclinic_redis,0.77,10.4,0.13,0.85,0.38
1778071715.75,nutriclinic_postgres,0.0,79.2,1.01,118.0,135.0
1778071715.75,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778071718.84,nutriclinic_bot,0.05,2034.7,25.97,105.0,90.4
1778071718.84,nutriclinic_redis,0.7,10.7,0.14,0.85,0.38
1778071718.84,nutriclinic_postgres,1.93,79.3,1.01,118.0,135.0
1778071718.84,nutriclinic_minio,0.08,98.7,1.26,0.05,0.01
1778071721.9,nutriclinic_bot,0.02,2034.7,25.97,105.0,90.4
1778071721.9,nutriclinic_redis,0.21,10.7,0.14,0.85,0.38
1778071721.9,nutriclinic_postgres,0.0,79.2,1.01,118.0,135.0
1778071721.9,nutriclinic_minio,0.01,98.6,1.26,0.05,0.01
1778071724.98,nutriclinic_bot,0.31,2034.7,25.97,105.0,90.4
1778071724.98,nutriclinic_redis,0.83,10.7,0.14,0.85,0.38
1778071724.98,nutriclinic_postgres,0.0,79.3,1.01,118.0,135.0
1778071724.98,nutriclinic_minio,0.06,98.6,1.26,0.05,0.01
1778071728.07,nutriclinic_bot,0.0,2034.7,25.97,105.0,90.4
1778071728.07,nutriclinic_redis,0.23,10.4,0.13,0.85,0.38
1778071728.07,nutriclinic_postgres,1.98,79.3,1.01,118.0,135.0
1778071728.07,nutriclinic_minio,1.94,98.7,1.26,0.05,0.01
1778071731.15,nutriclinic_bot,0.02,2034.7,25.97,105.0,90.4
1778071731.15,nutriclinic_redis,0.89,10.5,0.13,0.85,0.38
1778071731.15,nutriclinic_postgres,0.0,79.3,1.01,118.0,135.0
1778071731.15,nutriclinic_minio,0.02,98.6,1.26,0.05,0.01
1778071734.25,nutriclinic_bot,0.19,2034.7,25.97,105.0,90.4
1778071734.25,nutriclinic_redis,0.44,10.9,0.14,0.85,0.38
1778071734.25,nutriclinic_postgres,0.0,79.3,1.01,118.0,135.0
1778071734.25,nutriclinic_minio,0.0,98.9,1.26,0.05,0.01
1778071737.32,nutriclinic_bot,0.0,2034.7,25.97,105.0,90.5
1778071737.32,nutriclinic_redis,0.22,10.4,0.13,0.85,0.38
1778071737.32,nutriclinic_postgres,0.0,79.2,1.01,118.0,135.0
1778071737.32,nutriclinic_minio,0.57,98.7,1.26,0.05,0.01
1778071740.4,nutriclinic_bot,0.09,2034.7,25.97,105.0,90.5
1778071740.4,nutriclinic_redis,2.02,11.2,0.14,0.85,0.38
1778071740.4,nutriclinic_postgres,0.0,79.3,1.01,118.0,135.0
1778071740.4,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778071743.51,nutriclinic_bot,0.0,2034.7,25.97,105.0,90.5
1778071743.51,nutriclinic_redis,0.58,10.7,0.14,0.85,0.38
1778071743.51,nutriclinic_postgres,2.41,79.3,1.01,118.0,135.0
