ts,container,cpu_pct,mem_mb,mem_pct,net_in_mb,net_out_mb
1778057176.83,nutriclinic_bot,0.0,1608.7,20.53,5.22,0.33
1778057176.83,nutriclinic_redis,0.27,6.4,0.08,0.09,0.08
1778057176.83,nutriclinic_postgres,0.0,48.5,0.62,7.67,34.9
1778057176.83,nutriclinic_minio,0.0,137.8,1.76,0.09,0.02
1778057179.92,nutriclinic_bot,0.01,1608.7,20.53,5.22,0.33
1778057179.92,nutriclinic_redis,0.38,6.6,0.08,0.09,0.08
1778057179.92,nutriclinic_postgres,0.0,50.2,0.64,7.82,39.8
1778057179.92,nutriclinic_minio,0.0,137.8,1.76,0.09,0.02
1778057183.01,nutriclinic_bot,0.0,1608.7,20.53,5.22,0.33
1778057183.01,nutriclinic_redis,0.79,6.4,0.08,0.09,0.08
1778057183.01,nutriclinic_postgres,4.42,56.0,0.71,7.9,39.8
1778057183.01,nutriclinic_minio,2.8,138.2,1.76,0.09,0.02
1778057186.11,nutriclinic_bot,0.0,1608.7,20.54,5.22,0.33
1778057186.11,nutriclinic_redis,0.39,6.4,0.08,0.09,0.08
1778057186.11,nutriclinic_postgres,0.3,58.5,0.75,8.0,39.8
1778057186.11,nutriclinic_minio,0.02,137.8,1.76,0.09,0.02
1778057189.18,nutriclinic_bot,0.0,1608.7,20.54,5.22,0.33
1778057189.18,nutriclinic_redis,0.95,6.7,0.09,0.09,0.08
1778057189.18,nutriclinic_postgres,0.14,60.1,0.77,8.1,39.8
1778057189.18,nutriclinic_minio,0.0,137.8,1.76,0.09,0.02
1778057192.29,nutriclinic_bot,0.0,1608.7,20.54,5.22,0.33
1778057192.29,nutriclinic_redis,0.36,6.6,0.08,0.09,0.08
1778057192.29,nutriclinic_postgres,0.09,60.2,0.77,8.2,39.8
1778057192.29,nutriclinic_minio,0.07,137.8,1.76,0.09,0.02
1778057195.4,nutriclinic_bot,0.28,1608.7,20.54,5.22,0.33
1778057195.4,nutriclinic_redis,0.76,6.7,0.09,0.09,0.08
1778057195.4,nutriclinic_postgres,0.48,60.3,0.77,8.35,39.8
1778057195.4,nutriclinic_minio,0.15,138.1,1.76,0.09,0.02
1778057198.51,nutriclinic_bot,0.0,1608.7,20.54,5.22,0.33
1778057198.51,nutriclinic_redis,1.05,7.3,0.09,0.09,0.08
1778057198.51,nutriclinic_postgres,3.07,60.2,0.77,8.45,39.8
1778057198.51,nutriclinic_minio,2.76,137.8,1.76,0.09,0.02
1778057201.58,nutriclinic_bot,0.01,1608.7,20.54,5.22,0.33
1778057201.58,nutriclinic_redis,0.29,6.9,0.09,0.09,0.09
1778057201.58,nutriclinic_postgres,0.52,62.2,0.79,8.64,39.9
1778057201.58,nutriclinic_minio,0.03,137.8,1.76,0.09,0.02
1778057204.66,nutriclinic_bot,0.06,1608.7,20.54,5.22,0.33
1778057204.66,nutriclinic_redis,1.32,6.6,0.08,0.09,0.09
1778057204.66,nutriclinic_postgres,0.0,64.1,0.82,8.86,39.9
1778057204.66,nutriclinic_minio,0.0,137.8,1.76,0.09,0.02
