ts,container,cpu_pct,mem_mb,mem_pct,net_in_mb,net_out_mb
1778072138.11,nutriclinic_bot,212.56,1458.2,18.61,111.0,92.8
1778072138.11,nutriclinic_redis,0.2,10.4,0.13,0.86,0.38
1778072138.11,nutriclinic_postgres,0.0,71.6,0.91,120.0,140.0
1778072138.11,nutriclinic_minio,1.92,99.0,1.26,0.05,0.01
1778072141.17,nutriclinic_bot,17.11,1913.9,24.43,116.0,92.9
1778072141.17,nutriclinic_redis,0.27,10.4,0.13,0.86,0.38
1778072141.17,nutriclinic_postgres,0.5,75.2,0.96,121.0,145.0
1778072141.17,nutriclinic_minio,0.02,98.7,1.26,0.05,0.01
1778072144.27,nutriclinic_bot,0.83,2037.8,26.01,116.0,92.9
1778072144.27,nutriclinic_redis,1.93,11.0,0.14,0.86,0.38
1778072144.27,nutriclinic_postgres,0.27,77.3,0.99,121.0,145.0
1778072144.27,nutriclinic_minio,0.04,98.7,1.26,0.05,0.01
1778072147.35,nutriclinic_bot,247.11,2039.8,26.04,116.0,93.0
1778072147.35,nutriclinic_redis,0.25,10.4,0.13,0.86,0.38
1778072147.35,nutriclinic_postgres,3.01,79.4,1.01,121.0,145.0
1778072147.35,nutriclinic_minio,2.06,98.7,1.26,0.05,0.01
1778072150.45,nutriclinic_bot,466.88,2055.2,26.23,116.0,93.0
1778072150.45,nutriclinic_redis,0.52,10.4,0.13,0.86,0.38
1778072150.45,nutriclinic_postgres,1.33,79.4,1.01,121.0,145.0
1778072150.45,nutriclinic_minio,0.04,98.7,1.26,0.05,0.01
1778072153.53,nutriclinic_bot,327.73,2048.0,26.14,116.0,93.1
1778072153.53,nutriclinic_redis,0.22,10.4,0.13,0.86,0.38
1778072153.53,nutriclinic_postgres,0.47,81.1,1.04,121.0,145.0
1778072153.53,nutriclinic_minio,0.12,98.7,1.26,0.05,0.01
1778072156.59,nutriclinic_bot,1.28,2038.8,26.02,116.0,93.2
1778072156.59,nutriclinic_redis,0.47,10.7,0.14,0.86,0.38
1778072156.59,nutriclinic_postgres,0.12,81.2,1.04,121.0,145.0
1778072156.59,nutriclinic_minio,0.08,98.7,1.26,0.05,0.01
1778072159.7,nutriclinic_bot,316.27,2050.0,26.16,116.0,93.2
1778072159.7,nutriclinic_redis,1.18,10.4,0.13,0.86,0.38
1778072159.7,nutriclinic_postgres,0.53,81.2,1.04,121.0,145.0
1778072159.7,nutriclinic_minio,0.05,98.6,1.26,0.05,0.01
1778072162.79,nutriclinic_bot,431.94,2050.0,26.17,116.0,93.3
1778072162.79,nutriclinic_redis,0.4,10.7,0.14,0.86,0.38
1778072162.79,nutriclinic_postgres,4.2,83.3,1.06,121.0,145.0
1778072162.79,nutriclinic_minio,3.0,98.6,1.26,0.05,0.01
1778072165.87,nutriclinic_bot,452.68,2050.0,26.16,116.0,93.4
1778072165.87,nutriclinic_redis,0.24,10.4,0.13,0.86,0.38
1778072165.87,nutriclinic_postgres,0.46,83.3,1.06,121.0,145.0
1778072165.87,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778072168.96,nutriclinic_bot,95.98,2037.8,26.01,116.0,93.4
1778072168.96,nutriclinic_redis,0.82,10.5,0.13,0.86,0.39
1778072168.96,nutriclinic_postgres,3.0,83.3,1.06,121.0,145.0
1778072168.96,nutriclinic_minio,0.03,98.6,1.26,0.05,0.01
1778072172.04,nutriclinic_bot,107.06,2056.2,26.24,116.0,93.5
1778072172.04,nutriclinic_redis,0.58,10.4,0.13,0.86,0.39
1778072172.04,nutriclinic_postgres,1.27,83.3,1.06,121.0,145.0
1778072172.04,nutriclinic_minio,0.16,98.6,1.26,0.05,0.01
1778072175.13,nutriclinic_bot,936.57,2050.0,26.16,116.0,93.6
1778072175.13,nutriclinic_redis,0.36,10.7,0.14,0.86,0.39
1778072175.13,nutriclinic_postgres,1.02,83.4,1.06,121.0,145.0
1778072175.13,nutriclinic_minio,0.02,98.6,1.26,0.05,0.01
1778072178.22,nutriclinic_bot,494.55,2049.0,26.15,116.0,93.7
1778072178.22,nutriclinic_redis,0.44,10.4,0.13,0.86,0.39
1778072178.22,nutriclinic_postgres,2.09,83.3,1.06,121.0,145.0
1778072178.22,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778072181.3,nutriclinic_bot,0.96,2049.0,26.15,116.0,93.7
1778072181.3,nutriclinic_redis,0.24,10.9,0.14,0.86,0.39
1778072181.3,nutriclinic_postgres,0.09,83.3,1.06,121.0,145.0
1778072181.3,nutriclinic_minio,0.01,98.6,1.26,0.05,0.01
1778072184.39,nutriclinic_bot,540.85,2049.0,26.15,116.0,93.9
1778072184.39,nutriclinic_redis,0.29,10.4,0.13,0.87,0.39
1778072184.39,nutriclinic_postgres,1.28,83.3,1.06,121.0,145.0
1778072184.39,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
1778072187.58,nutriclinic_bot,125.16,2049.0,26.15,116.0,93.9
1778072187.58,nutriclinic_redis,0.24,10.4,0.13,0.87,0.39
1778072187.58,nutriclinic_postgres,2.89,83.5,1.07,121.0,145.0
1778072187.58,nutriclinic_minio,2.47,98.9,1.26,0.05,0.01
1778072190.68,nutriclinic_bot,234.41,2047.0,26.13,116.0,94.0
1778072190.68,nutriclinic_redis,0.53,10.4,0.13,0.87,0.39
1778072190.68,nutriclinic_postgres,0.13,83.4,1.06,122.0,145.0
1778072190.68,nutriclinic_minio,0.06,98.6,1.26,0.05,0.01
1778072193.76,nutriclinic_bot,0.2,2071.6,26.43,116.0,94.1
1778072193.76,nutriclinic_redis,0.2,10.4,0.13,0.87,0.39
1778072193.76,nutriclinic_postgres,0.0,83.4,1.06,122.0,145.0
1778072193.76,nutriclinic_minio,0.0,98.6,1.26,0.05,0.01
