ts,container,cpu_pct,mem_mb,mem_pct,net_in_mb,net_out_mb
1778072643.73,nutriclinic_bot,200.38,1398.8,17.85,126.0,106.0
1778072643.73,nutriclinic_redis,0.22,10.4,0.13,0.92,0.41
1778072643.73,nutriclinic_postgres,0.0,71.6,0.91,132.0,150.0
1778072643.73,nutriclinic_minio,0.0,98.7,1.26,0.05,0.01
1778072646.8,nutriclinic_bot,17.82,1928.2,24.61,131.0,106.0
1778072646.8,nutriclinic_redis,0.27,10.4,0.13,0.93,0.41
1778072646.8,nutriclinic_postgres,0.45,75.2,0.96,132.0,155.0
1778072646.8,nutriclinic_minio,0.03,98.7,1.26,0.05,0.01
1778072649.88,nutriclinic_bot,911.55,2067.5,26.39,131.0,106.0
1778072649.88,nutriclinic_redis,0.26,10.4,0.13,0.93,0.41
1778072649.88,nutriclinic_postgres,0.72,82.0,1.05,132.0,155.0
1778072649.88,nutriclinic_minio,0.01,98.7,1.26,0.05,0.01
1778072652.97,nutriclinic_bot,391.1,2072.6,26.46,131.0,106.0
1778072652.97,nutriclinic_redis,1.24,10.4,0.13,0.93,0.41
1778072652.97,nutriclinic_postgres,1.71,90.9,1.16,132.0,155.0
1778072652.97,nutriclinic_minio,0.08,98.7,1.26,0.05,0.01
1778072656.07,nutriclinic_bot,970.98,2070.5,26.43,131.0,106.0
1778072656.07,nutriclinic_redis,0.24,10.4,0.13,0.93,0.41
1778072656.07,nutriclinic_postgres,1.55,91.2,1.16,132.0,155.0
1778072656.07,nutriclinic_minio,0.0,98.7,1.26,0.05,0.01
1778072659.15,nutriclinic_bot,817.39,2059.3,26.28,131.0,107.0
1778072659.15,nutriclinic_redis,0.28,10.4,0.13,0.93,0.41
1778072659.15,nutriclinic_postgres,1.23,91.2,1.16,132.0,155.0
1778072659.15,nutriclinic_minio,0.04,98.7,1.26,0.05,0.01
1778072662.23,nutriclinic_bot,940.43,2072.6,26.45,131.0,107.0
1778072662.23,nutriclinic_redis,0.26,10.4,0.13,0.93,0.41
1778072662.23,nutriclinic_postgres,2.67,89.1,1.14,132.0,155.0
1778072662.23,nutriclinic_minio,1.89,98.7,1.26,0.05,0.01
1778072665.48,nutriclinic_bot,630.53,2067.5,26.39,131.0,107.0
1778072665.48,nutriclinic_redis,0.27,10.7,0.14,0.93,0.41
1778072665.48,nutriclinic_postgres,0.49,89.2,1.14,133.0,155.0
1778072665.48,nutriclinic_minio,0.02,98.7,1.26,0.05,0.01
